week,address,number of delivered orders,basket size,bad rated orders due to wrong or missing products,bad rated orders due to store packaging issues,bad rated orders due to store allergy not considered,bad rated orders due to to poor quality,cancelled orders due to customer absent,cancelled orders due to partner printer/internet issue,cancelled orders due to partner products not available,cancelled orders due to partner store closed,cancelled orders due to store cant deliver,refunds to customer,total cancelled orders,total orders,cancellation rate (%),city,state
2025-01-11,"Calle Serrano Jover, 5, 28015 Madrid, España",12,14.41,0,0,0,0,0,0,0,0,1,0.0,1,13,7.6923076923076925,Madrid,Madrid
2025-04-26,"Calle Serrano Jover, 5, 28015 Madrid, España",30,17.56,1,0,0,0,0,0,0,0,0,5.27,0,30,0.0,Madrid,Madrid
2025-05-17,"Calle Serrano Jover, 5, 28015 Madrid, España",41,15.79,1,0,1,0,0,0,0,1,0,2.37,1,42,2.380952380952381,Madrid,Madrid
2025-05-24,"Calle Serrano Jover, 5, 28015 Madrid, España",53,15.64,1,0,0,0,1,0,0,0,0,7.82,1,54,1.8518518518518516,Madrid,Madrid
2020-12-28,"Calle Serrano Jover, 5, 28015 Madrid, España",22,19.37,2,0,0,0,0,0,0,1,0,11.62,1,23,4.3478260869565215,Madrid,Madrid
2025-02-08,"Calle Serrano Jover, 5, 28015 Madrid, España",62,16.17,2,0,0,1,2,0,0,0,0,9.7,2,64,3.125,Madrid,Madrid
2025-03-08,"Calle Serrano Jover, 5, 28015 Madrid, España",37,19.36,2,0,0,0,0,0,0,0,0,19.36,0,37,0.0,Madrid,Madrid
2025-03-22,"Calle Serrano Jover, 5, 28015 Madrid, España",55,14.48,2,0,0,0,0,0,0,0,0,14.48,0,55,0.0,Madrid,Madrid
2025-03-29,"Calle Serrano Jover, 5, 28015 Madrid, España",36,16.01,2,0,0,0,0,0,0,0,0,16.01,0,36,0.0,Madrid,Madrid
2025-05-03,"Calle Serrano Jover, 5, 28015 Madrid, España",49,17.83,2,0,0,0,0,0,0,0,0,5.35,0,49,0.0,Madrid,Madrid
2025-02-15,"Calle Serrano Jover, 5, 28015 Madrid, España",59,16.41,3,0,0,0,0,0,0,0,0,14.77,0,59,0.0,Madrid,Madrid
2025-03-01,"Calle Serrano Jover, 5, 28015 Madrid, España",36,17.36,3,0,0,0,0,0,0,0,0,15.62,0,36,0.0,Madrid,Madrid
2025-01-04,"Calle Serrano Jover, 5, 28015 Madrid, España",53,17.85,4,0,1,0,0,0,0,0,0,10.71,0,53,0.0,Madrid,Madrid
2025-01-18,"Calle Serrano Jover, 5, 28015 Madrid, España",76,16.48,4,0,1,0,0,2,0,1,0,19.78,3,79,3.79746835443038,Madrid,Madrid
2025-04-19,"Calle Serrano Jover, 5, 28015 Madrid, España",32,15.98,0,0,0,0,0,0,0,0,0,0.0,0,32,0.0,Madrid,Madrid
2025-04-12,"Calle Serrano Jover, 5, 28015 Madrid, España",42,16.18,4,0,0,2,0,0,0,0,0,9.71,0,42,0.0,Madrid,Madrid
2025-05-10,"Calle Serrano Jover, 5, 28015 Madrid, España",57,17.59,4,0,0,0,0,0,0,0,0,21.11,0,57,0.0,Madrid,Madrid
2025-01-25,"Calle Serrano Jover, 5, 28015 Madrid, España",77,16.26,5,2,0,1,0,0,0,0,0,24.39,0,77,0.0,Madrid,Madrid
2025-02-22,"Calle Serrano Jover, 5, 28015 Madrid, España",46,18.3,5,0,0,0,0,0,0,0,0,13.73,0,46,0.0,Madrid,Madrid
2025-03-15,"Calle Serrano Jover, 5, 28015 Madrid, España",50,15.76,5,0,0,0,0,0,1,0,0,11.82,1,51,1.9607843137254901,Madrid,Madrid
2025-04-05,"Calle Serrano Jover, 5, 28015 Madrid, España",40,19.26,5,0,0,2,0,0,0,0,0,14.45,0,40,0.0,Madrid,Madrid
2025-05-31,"Calle Serrano Jover, 5, 28015 Madrid, España",34,19.79,5,0,0,1,0,0,0,2,2,29.69,4,38,10.526315789473683,Madrid,Madrid
2025-02-01,"Calle Serrano Jover, 5, 28015 Madrid, España",77,16.16,9,0,0,1,0,0,0,0,0,21.82,0,77,0.0,Madrid,Madrid
2025-01-11,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",5,19.13,1,0,0,1,0,0,0,0,0,2.87,0,5,0.0,Madrid,Madrid
2025-03-01,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",40,18.78,1,0,0,0,0,0,0,0,0,2.82,0,40,0.0,Madrid,Madrid
2025-04-26,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",51,22.67,1,0,0,0,0,0,0,0,0,11.34,0,51,0.0,Madrid,Madrid
2025-05-24,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",40,19.0,1,0,0,0,0,0,0,0,0,5.7,0,40,0.0,Madrid,Madrid
2025-01-25,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",36,18.62,2,0,0,0,0,0,0,0,0,5.59,0,36,0.0,Madrid,Madrid
2025-02-22,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",34,20.46,2,0,0,1,0,0,0,0,0,6.14,0,34,0.0,Madrid,Madrid
2025-03-22,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",36,17.84,2,0,0,0,0,0,0,0,0,5.35,0,36,0.0,Madrid,Madrid
2025-04-05,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",50,19.78,2,0,0,0,0,0,0,0,0,5.93,0,50,0.0,Madrid,Madrid
2025-01-04,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",58,22.33,3,0,0,0,0,0,0,0,0,33.5,0,58,0.0,Madrid,Madrid
2025-02-01,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",44,18.93,3,0,0,0,0,0,0,0,0,17.04,0,44,0.0,Madrid,Madrid
2025-02-08,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",52,19.88,3,0,0,0,0,0,0,0,0,29.82,0,52,0.0,Madrid,Madrid
2025-02-15,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",42,17.29,3,1,0,1,0,0,0,0,1,25.94,1,43,2.3255813953488373,Madrid,Madrid
2025-04-12,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",40,23.26,3,0,0,0,0,0,0,0,0,34.89,0,40,0.0,Madrid,Madrid
2025-05-10,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",51,17.37,3,0,0,0,0,0,0,0,0,26.06,0,51,0.0,Madrid,Madrid
2025-03-08,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",43,20.07,4,0,0,0,0,0,0,0,0,24.08,0,43,0.0,Madrid,Madrid
2025-03-15,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",44,20.25,4,0,0,2,0,0,0,0,0,12.15,0,44,0.0,Madrid,Madrid
2025-03-29,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",51,21.94,4,2,0,2,0,0,0,0,0,13.16,0,51,0.0,Madrid,Madrid
2025-05-03,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",52,20.49,4,0,0,1,0,0,0,0,0,40.98,0,52,0.0,Madrid,Madrid
2020-12-28,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",37,18.15,6,0,0,0,0,0,1,0,0,16.34,1,38,2.631578947368421,Madrid,Madrid
2025-04-19,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",41,20.16,6,0,0,1,0,0,0,0,0,36.29,0,41,0.0,Madrid,Madrid
2025-05-17,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",52,20.32,0,0,0,1,0,0,0,0,0,0.0,0,52,0.0,Madrid,Madrid
2025-01-18,"Parque Comercial Megapark Plaza Norte 2, Plaza del Comercio, San Sebastián de los Reyes, Madrid, Spain",64,20.91,13,0,0,1,0,0,0,1,0,40.77,1,65,1.5384615384615385,Madrid,Madrid
2025-04-26,"Paseo de la Castellana, 200, Madrid, Spain",48,21.91,1,0,0,1,0,0,0,0,0,6.57,0,48,0.0,Madrid,Madrid
2025-05-10,"Paseo de la Castellana, 200, Madrid, Spain",57,19.2,1,0,0,0,1,0,0,0,0,5.76,1,58,1.7241379310344827,Madrid,Madrid
2025-05-17,"Paseo de la Castellana, 200, Madrid, Spain",36,18.11,1,0,0,0,0,0,0,0,0,5.43,0,36,0.0,Madrid,Madrid
2025-01-11,"Paseo de la Castellana, 200, Madrid, Spain",50,20.52,2,0,0,0,0,0,0,0,0,6.16,0,50,0.0,Madrid,Madrid
2025-03-01,"Paseo de la Castellana, 200, Madrid, Spain",43,15.84,2,0,0,0,0,0,0,0,0,15.84,0,43,0.0,Madrid,Madrid
2025-02-15,"Paseo de la Castellana, 200, Madrid, Spain",57,17.81,0,0,0,1,0,0,0,0,0,0.0,0,57,0.0,Madrid,Madrid
2025-03-22,"Paseo de la Castellana, 200, Madrid, Spain",48,18.99,2,0,0,1,0,0,0,0,0,11.39,0,48,0.0,Madrid,Madrid
2025-02-22,"Paseo de la Castellana, 200, Madrid, Spain",45,17.11,0,0,0,0,0,0,0,0,0,0.0,0,45,0.0,Madrid,Madrid
2025-04-12,"Paseo de la Castellana, 200, Madrid, Spain",47,19.42,2,0,0,0,0,0,0,0,0,11.65,0,47,0.0,Madrid,Madrid
2025-04-19,"Paseo de la Castellana, 200, Madrid, Spain",40,16.39,2,0,0,0,0,0,0,0,0,4.92,0,40,0.0,Madrid,Madrid
2025-05-24,"Paseo de la Castellana, 200, Madrid, Spain",44,15.5,2,0,1,1,0,0,0,0,0,4.65,0,44,0.0,Madrid,Madrid
2025-05-31,"Paseo de la Castellana, 200, Madrid, Spain",51,16.71,2,0,0,0,0,0,0,0,0,5.01,0,51,0.0,Madrid,Madrid
2025-03-08,"Paseo de la Castellana, 200, Madrid, Spain",52,18.88,0,0,0,0,0,0,0,0,0,0.0,0,52,0.0,Madrid,Madrid
2025-01-04,"Paseo de la Castellana, 200, Madrid, Spain",49,21.39,3,0,0,1,0,0,0,0,0,9.63,0,49,0.0,Madrid,Madrid
2025-03-15,"Paseo de la Castellana, 200, Madrid, Spain",56,16.73,0,0,0,1,0,0,0,0,0,0.0,0,56,0.0,Madrid,Madrid
2025-01-25,"Paseo de la Castellana, 200, Madrid, Spain",73,18.46,3,0,0,0,0,0,0,0,0,27.69,0,73,0.0,Madrid,Madrid
2025-03-29,"Paseo de la Castellana, 200, Madrid, Spain",50,19.71,3,0,0,0,1,0,0,0,0,8.87,1,51,1.9607843137254901,Madrid,Madrid
2025-04-05,"Paseo de la Castellana, 200, Madrid, Spain",38,20.66,0,0,0,0,0,0,0,0,0,0.0,0,38,0.0,Madrid,Madrid
2025-05-03,"Paseo de la Castellana, 200, Madrid, Spain",52,18.98,3,0,0,0,1,0,0,0,0,28.47,1,53,1.8867924528301887,Madrid,Madrid
2020-12-28,"Paseo de la Castellana, 200, Madrid, Spain",29,22.23,4,0,0,0,0,0,0,0,0,26.68,0,29,0.0,Madrid,Madrid
2025-01-18,"Paseo de la Castellana, 200, Madrid, Spain",101,18.89,4,0,0,1,1,0,0,0,0,37.78,1,102,0.9803921568627451,Madrid,Madrid
2025-02-01,"Paseo de la Castellana, 200, Madrid, Spain",109,16.29,4,0,0,0,0,0,0,0,0,19.55,0,109,0.0,Madrid,Madrid
2025-02-08,"Paseo de la Castellana, 200, Madrid, Spain",76,18.6,5,0,0,1,1,0,0,0,0,27.9,1,77,1.2987012987012987,Madrid,Madrid
2020-12-28,"Calle de Alcantara, 14, Madrid, Spain",50,17.98,1,0,0,1,0,0,0,0,0,2.7,0,50,0.0,Madrid,Madrid
2025-01-04,"Calle de Alcantara, 14, Madrid, Spain",141,20.24,2,1,0,1,0,0,0,0,0,12.14,0,141,0.0,Madrid,Madrid
2025-03-01,"Calle de Alcantara, 14, Madrid, Spain",83,18.59,2,0,0,0,0,0,0,0,0,11.15,0,83,0.0,Madrid,Madrid
2025-04-26,"Calle de Alcantara, 14, Madrid, Spain",99,18.48,2,0,0,0,0,0,0,0,0,18.48,0,99,0.0,Madrid,Madrid
2025-03-08,"Calle de Alcantara, 14, Madrid, Spain",98,18.49,0,0,0,0,0,0,0,0,0,0.0,0,98,0.0,Madrid,Madrid
2025-03-22,"Calle de Alcantara, 14, Madrid, Spain",99,17.47,3,0,0,1,0,0,0,0,0,7.86,0,99,0.0,Madrid,Madrid
2025-04-12,"Calle de Alcantara, 14, Madrid, Spain",98,18.15,3,0,0,0,0,0,0,0,0,8.17,0,98,0.0,Madrid,Madrid
2025-05-24,"Calle de Alcantara, 14, Madrid, Spain",108,19.53,3,0,0,0,0,0,0,1,0,8.79,1,109,0.9174311926605505,Madrid,Madrid
2025-04-19,"Calle de Alcantara, 14, Madrid, Spain",99,16.69,0,0,0,0,0,0,0,0,0,0.0,0,99,0.0,Madrid,Madrid
2025-05-17,"Calle de Alcantara, 14, Madrid, Spain",115,18.02,4,0,0,1,0,0,0,0,0,10.81,0,115,0.0,Madrid,Madrid
2025-02-08,"Calle de Alcantara, 14, Madrid, Spain",138,19.1,5,0,0,0,0,0,0,0,0,14.33,0,138,0.0,Madrid,Madrid
2025-03-15,"Calle de Alcantara, 14, Madrid, Spain",98,18.69,5,0,0,0,1,0,0,0,0,46.73,1,99,1.0101010101010102,Madrid,Madrid
2025-05-03,"Calle de Alcantara, 14, Madrid, Spain",120,18.82,5,0,0,1,0,0,0,0,0,14.12,0,120,0.0,Madrid,Madrid
2025-02-01,"Calle de Alcantara, 14, Madrid, Spain",130,17.77,6,0,0,0,0,0,0,0,0,53.31,0,130,0.0,Madrid,Madrid
2025-02-15,"Calle de Alcantara, 14, Madrid, Spain",106,18.33,6,0,0,0,0,0,0,0,0,32.99,0,106,0.0,Madrid,Madrid
2025-02-22,"Calle de Alcantara, 14, Madrid, Spain",102,20.06,6,0,0,0,0,0,0,0,0,18.05,0,102,0.0,Madrid,Madrid
2025-03-29,"Calle de Alcantara, 14, Madrid, Spain",85,20.93,6,0,0,0,1,0,0,0,1,37.67,2,87,2.2988505747126435,Madrid,Madrid
2025-05-10,"Calle de Alcantara, 14, Madrid, Spain",128,19.09,6,0,0,1,0,0,0,0,0,34.36,0,128,0.0,Madrid,Madrid
2025-05-31,"Calle de Alcantara, 14, Madrid, Spain",122,17.8,6,0,1,1,0,0,0,0,0,32.04,0,122,0.0,Madrid,Madrid
2025-01-11,"Calle de Alcantara, 14, Madrid, Spain",81,19.05,7,0,0,0,0,0,0,0,0,20.0,0,81,0.0,Madrid,Madrid
2025-04-05,"Calle de Alcantara, 14, Madrid, Spain",95,19.17,8,0,0,0,0,0,0,0,0,46.01,0,95,0.0,Madrid,Madrid
2025-01-25,"Calle de Alcantara, 14, Madrid, Spain",147,18.23,11,0,0,1,0,0,0,0,0,30.08,0,147,0.0,Madrid,Madrid
2025-01-18,"Calle de Alcantara, 14, Madrid, Spain",196,17.25,12,0,0,0,1,0,0,0,0,62.1,1,197,0.5076142131979695,Madrid,Madrid
2020-12-28,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",19,18.39,0,0,0,0,0,0,0,0,0,0.0,0,19,0.0,Madrid,Madrid
2025-01-04,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",39,20.76,1,0,0,1,0,0,0,0,0,16.61,0,39,0.0,Madrid,Madrid
2025-01-11,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",16,20.63,1,0,0,0,0,0,0,0,0,16.5,0,16,0.0,Madrid,Madrid
2025-02-01,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",26,15.66,1,0,0,0,0,0,0,0,0,7.83,0,26,0.0,Madrid,Madrid
2025-02-15,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",20,23.25,1,0,0,0,0,0,0,0,0,11.63,0,20,0.0,Madrid,Madrid
2025-01-18,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",48,17.04,0,0,0,0,0,0,0,2,0,0.0,2,50,4.0,Madrid,Madrid
2025-01-25,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",31,17.64,0,0,0,0,0,0,0,0,0,0.0,0,31,0.0,Madrid,Madrid
2025-05-03,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",28,18.02,1,0,0,0,0,0,0,0,0,2.7,0,28,0.0,Madrid,Madrid
2025-05-10,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",17,20.21,1,0,0,0,0,0,0,0,0,10.11,0,17,0.0,Madrid,Madrid
2025-02-08,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",20,16.02,0,0,0,0,0,0,0,0,0,0.0,0,20,0.0,Madrid,Madrid
2025-02-22,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",15,15.42,0,0,0,0,0,0,0,0,0,0.0,0,15,0.0,Madrid,Madrid
2025-03-01,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",30,19.11,0,0,0,0,0,0,0,0,0,0.0,0,30,0.0,Madrid,Madrid
2025-03-08,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",25,17.73,0,0,0,0,0,0,0,0,0,0.0,0,25,0.0,Madrid,Madrid
2025-03-15,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",19,16.82,0,0,0,0,0,0,0,0,0,0.0,0,19,0.0,Madrid,Madrid
2025-03-22,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",20,14.37,0,0,0,0,0,0,0,0,0,0.0,0,20,0.0,Madrid,Madrid
2025-03-29,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",29,17.75,0,0,0,0,0,0,0,0,0,0.0,0,29,0.0,Madrid,Madrid
2025-04-05,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",24,17.68,0,0,0,0,0,0,0,0,0,0.0,0,24,0.0,Madrid,Madrid
2025-04-12,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",25,18.12,0,0,0,0,0,0,0,0,0,0.0,0,25,0.0,Madrid,Madrid
2025-04-19,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",32,18.03,0,0,0,0,0,0,0,0,0,0.0,0,32,0.0,Madrid,Madrid
2025-04-26,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",17,18.11,0,0,0,0,1,0,0,0,0,0.0,1,18,5.555555555555555,Madrid,Madrid
2025-05-17,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",13,16.98,0,0,0,0,0,0,0,0,0,0.0,0,13,0.0,Madrid,Madrid
2025-05-24,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",3,12.17,0,0,0,0,0,0,0,3,0,0.0,3,6,50.0,Madrid,Madrid
2025-05-31,"Principe Pio Shopping Center, Paseo de la Florida, Madrid, Spain",0,0.0,0,0,0,0,0,0,0,3,0,0.0,3,3,100.0,Madrid,Madrid
2025-02-01,"Calle Calderilla, Madrid, Spain",33,25.47,1,0,1,0,0,0,0,0,0,7.64,0,33,0.0,Madrid,Madrid
2025-02-08,"Calle Calderilla, Madrid, Spain",27,23.33,1,0,0,0,0,0,0,0,0,7.0,0,27,0.0,Madrid,Madrid
2025-02-15,"Calle Calderilla, Madrid, Spain",25,25.73,1,0,0,0,0,0,0,0,0,7.72,0,25,0.0,Madrid,Madrid
2025-03-01,"Calle Calderilla, Madrid, Spain",23,26.19,1,0,0,0,0,0,0,0,0,7.86,0,23,0.0,Madrid,Madrid
2025-03-08,"Calle Calderilla, Madrid, Spain",17,16.82,1,0,0,0,0,0,0,0,0,2.52,0,17,0.0,Madrid,Madrid
2025-04-12,"Calle Calderilla, Madrid, Spain",12,23.36,1,0,0,0,0,0,0,0,0,7.01,0,12,0.0,Madrid,Madrid
2025-05-10,"Calle Calderilla, Madrid, Spain",32,21.7,1,0,0,0,0,0,0,0,0,10.85,0,32,0.0,Madrid,Madrid
2025-01-25,"Calle Calderilla, Madrid, Spain",41,23.15,0,0,0,0,0,0,0,4,0,0.0,4,45,8.88888888888889,Madrid,Madrid
2025-05-17,"Calle Calderilla, Madrid, Spain",20,20.87,1,0,0,0,0,0,0,0,0,6.26,0,20,0.0,Madrid,Madrid
2025-01-18,"Calle Calderilla, Madrid, Spain",64,22.27,2,0,0,1,0,0,0,4,0,6.68,4,68,5.88235294117647,Madrid,Madrid
2025-02-22,"Calle Calderilla, Madrid, Spain",22,25.02,0,0,0,0,0,0,0,0,0,0.0,0,22,0.0,Madrid,Madrid
2025-04-05,"Calle Calderilla, Madrid, Spain",18,23.96,2,0,0,0,0,0,0,0,0,14.38,0,18,0.0,Madrid,Madrid
2025-05-24,"Calle Calderilla, Madrid, Spain",18,20.33,2,0,0,0,0,0,0,0,0,6.1,0,18,0.0,Madrid,Madrid
2025-03-15,"Calle Calderilla, Madrid, Spain",31,20.52,0,0,0,0,0,0,0,0,0,0.0,0,31,0.0,Madrid,Madrid
2025-03-22,"Calle Calderilla, Madrid, Spain",22,17.87,0,0,0,0,0,0,0,0,0,0.0,0,22,0.0,Madrid,Madrid
2025-03-29,"Calle Calderilla, Madrid, Spain",26,24.22,0,0,0,0,0,0,0,0,0,0.0,0,26,0.0,Madrid,Madrid
2025-04-19,"Calle Calderilla, Madrid, Spain",22,24.02,0,0,0,1,0,0,0,0,0,0.0,0,22,0.0,Madrid,Madrid
2025-04-26,"Calle Calderilla, Madrid, Spain",21,23.31,0,0,0,0,0,0,0,0,0,0.0,0,21,0.0,Madrid,Madrid
2025-05-03,"Calle Calderilla, Madrid, Spain",16,22.83,0,0,0,0,0,0,0,0,0,0.0,0,16,0.0,Madrid,Madrid
